chr	start	end	H1	H2	H3	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51
chr10	90000001	92000000	0.763084165	0.789353612	0.756888512	0.782274332	0.729797223	0.804350608	0.775775776	0.773434757	0.73038073	0.763682864	0.770444621	0.743950858	0.736604036	0.755026455	0.769635344	0.751679902	0.744105808	0.764418471	0.78646293	0.790695565	0.725687235	0.723253515	0.782613585	0.790300601	0.795755738	0.785821102	0.746961009	0.775523946	0.739347079	0.78952624	0.762955854	0.770083102	0.781942913	0.77111207	0.746192893	0.739068271	0.743312102	0.745867238	0.753322569	0.713773116	0.671353251	0.605289636	0.704183267	0.672286617	0.661356209	0.780850408	0.755147606	0.694312306	0.759401803	0.745720399	0.741518578	0.744305239	0.780656521	0.759664648
chr10	92000001	94000000	0.758032351	0.793515667	0.8058799	0.786098091	0.730070588	0.78737701	0.786807159	0.792973512	0.757239382	0.766327142	0.783479106	0.762561432	0.744749596	0.741039639	0.773781513	0.76867318	0.761648263	0.771347668	0.792092114	0.8054583	0.73256723	0.734332849	0.786841544	0.800618122	0.796121212	0.794968356	0.75930226	0.77248062	0.732493455	0.798045952	0.771958199	0.786184211	0.773961476	0.780525721	0.731580896	0.74036372	0.767888307	0.763391804	0.760731423	0.760545906	0.677156441	0.622262268	0.723692384	0.659428911	0.650778397	0.786581664	0.77325024	0.698938507	0.77087142	0.760887294	0.74752262	0.759317585	0.788166271	0.76787228
chr10	94000001	96000000	0.740628638	0.80403868	0.785811919	0.766459944	0.719726117	0.786219915	0.767482709	0.762461538	0.751196172	0.76167544	0.758811825	0.755699598	0.753977678	0.730592802	0.757033248	0.757032115	0.74262059	0.753286826	0.80658592	0.795114943	0.724492617	0.732622696	0.775442027	0.782676188	0.789791938	0.791161679	0.758827225	0.767709478	0.719471154	0.78577785	0.762900598	0.76085856	0.766055878	0.765983112	0.739280686	0.73088685	0.753643681	0.742710598	0.783359498	0.737678074	0.659718056	0.665083648	0.715315785	0.687303017	0.72771836	0.803939176	0.750538627	0.741772152	0.742252682	0.744479882	0.715832206	0.743557398	0.779384035	0.740273073
chr10	96000001	98000000	0.77552263	0.812586445	0.789437703	0.794349186	0.752314439	0.812558032	0.792133368	0.803025495	0.793787178	0.78572396	0.788459831	0.778503401	0.774212894	0.781992687	0.789959608	0.791287565	0.772334966	0.780879158	0.808504861	0.817599169	0.758532423	0.756626506	0.796206618	0.813282074	0.809772296	0.81079035	0.784802905	0.782942926	0.769693325	0.804298643	0.787251273	0.7847494	0.791363052	0.783121357	0.784128649	0.772055764	0.793842398	0.78329263	0.793314559	0.754262332	0.694579367	0.713440295	0.7676648	0.704252401	0.744949495	0.802482461	0.785714286	0.787155641	0.792574351	0.787607843	0.766754025	0.770970095	0.811533742	0.764029145
chr10	98000001	100000000	0.741815977	0.798009683	0.771597633	0.762414111	0.711706615	0.785045948	0.772869124	0.779739292	0.750119904	0.744729129	0.748404191	0.739769759	0.733830414	0.74628752	0.748729973	0.757722008	0.748716444	0.748905355	0.785563413	0.797692152	0.703201206	0.722630731	0.771470983	0.785084904	0.780140214	0.773450867	0.736312887	0.749735907	0.726952193	0.780605373	0.740964299	0.77128662	0.764724069	0.750557828	0.753037332	0.710651937	0.748019845	0.741262491	0.765651188	0.721541156	0.676128878	0.610077377	0.655987126	0.626970228	0.655715681	0.774988006	0.739382002	0.687043976	0.736325045	0.740338854	0.699380722	0.7214632	0.788644799	0.742519077
chr10	100000001	102000000	0.733762887	0.775583204	0.767894371	0.753616469	0.707996597	0.772937995	0.779790941	0.773106165	0.73509434	0.739359319	0.748887525	0.738096622	0.726801579	0.738230519	0.775339603	0.749171009	0.742388759	0.757644394	0.791394469	0.789718225	0.719305474	0.70369214	0.776614605	0.783920576	0.769489153	0.767356342	0.738891023	0.753949496	0.737917485	0.766629853	0.755720712	0.761607911	0.744827586	0.750727558	0.738808098	0.714285714	0.748022725	0.741882425	0.755002704	0.692122463	0.654813391	0.58247136	0.666760484	0.604534606	0.603236527	0.745037299	0.752757202	0.695738355	0.748248553	0.75828877	0.720809635	0.720128157	0.77717568	0.74841322
chr10	102000001	104000000	0.643724946	0.724082935	0.647257628	0.665426741	0.588856914	0.694328311	0.693995381	0.681542619	0.628879499	0.650028781	0.659925811	0.656892438	0.598975836	0.623155656	0.654868914	0.651138168	0.622049131	0.6103438	0.712608583	0.71586291	0.599991915	0.600530223	0.692257939	0.695133899	0.699901391	0.701186471	0.634904035	0.64122604	0.611074613	0.683699295	0.661267506	0.673766447	0.670397393	0.676876231	0.633326803	0.597885215	0.63192815	0.638365052	0.689370772	0.604019435	0.5204468	0.561731051	0.591849707	0.526755608	0.589210701	0.671710887	0.605516932	0.602946593	0.629504627	0.621825608	0.606519632	0.622190088	0.702220077	0.626060263
chr10	104000001	106000000	0.749621835	0.785179131	0.761347869	0.76106881	0.715935807	0.780158207	0.770718499	0.759689922	0.751436112	0.773184759	0.761208637	0.75782881	0.738519213	0.742125984	0.732734933	0.746465598	0.721886999	0.736173269	0.799479651	0.791652076	0.713103992	0.730393836	0.776926931	0.79307066	0.789654968	0.791021383	0.744885561	0.760986066	0.73531746	0.775421348	0.765706611	0.760156051	0.764181938	0.763140194	0.74808336	0.723370003	0.752041511	0.734232196	0.774171473	0.750620347	0.651747196	0.687827817	0.72089976	0.652045343	0.716340966	0.801236459	0.745614035	0.725511954	0.759142963	0.743861717	0.744355147	0.735302391	0.796958855	0.744094157
chr10	106000001	108000000	0.713400203	0.746268657	0.717004551	0.726491703	0.681638934	0.741186914	0.74420904	0.714678093	0.711300122	0.722258592	0.728003174	0.688150311	0.716753585	0.709395109	0.721203736	0.714239377	0.715206878	0.739456511	0.729781772	0.755925272	0.6962015	0.688637125	0.720254011	0.739677419	0.748842394	0.722009011	0.697641456	0.730237476	0.707024654	0.739759599	0.718122555	0.713184584	0.70626506	0.724142919	0.72610473	0.692792578	0.706212875	0.70397082	0.701840175	0.646751307	0.643871273	0.482921703	0.496038784	0.530579571	0.439992476	0.680078153	0.710564752	0.599475912	0.685395623	0.69839591	0.706609712	0.673762376	0.721927966	0.701530233
chr10	108000001	110000000	0.719590413	0.770338983	0.763918861	0.746763944	0.722787632	0.746789872	0.763982263	0.739961324	0.737961379	0.766348998	0.746053401	0.726891991	0.714337437	0.733630173	0.756146851	0.758839529	0.753537736	0.755924389	0.755180393	0.768503937	0.723876872	0.721289151	0.747386364	0.763799743	0.763977668	0.741572451	0.732109338	0.741992286	0.737196323	0.762520548	0.72689991	0.733833794	0.73817509	0.744683751	0.769755315	0.728170541	0.742956006	0.746290924	0.714232948	0.722803347	0.686398316	0.518175721	0.566973777	0.503248863	0.458842559	0.740999794	0.748799232	0.625477963	0.705956907	0.733333333	0.719642468	0.715849714	0.746465598	0.725836835
chr10	110000001	112000000	0.709852958	0.769484296	0.721464903	0.721901324	0.696559225	0.748831169	0.745860438	0.732305451	0.71973036	0.74037461	0.737314041	0.716121866	0.716981132	0.718707204	0.735569986	0.731291443	0.720183486	0.744360171	0.746412819	0.768716578	0.695451168	0.700518607	0.736704248	0.755407924	0.754297872	0.746071548	0.717016066	0.740858917	0.727822222	0.757699487	0.737826148	0.724275313	0.73196495	0.73321981	0.705252525	0.703840209	0.744719175	0.731983122	0.715542137	0.676401565	0.667760666	0.530841121	0.578934855	0.537915457	0.480911787	0.734680235	0.739774153	0.621089908	0.671644975	0.707356077	0.721673179	0.691809738	0.726613966	0.705075243
chr10	112000001	114000000	0.743986416	0.768115942	0.743898305	0.748345784	0.712474604	0.770133681	0.760385956	0.751968504	0.756032765	0.7475401	0.748260542	0.74489595	0.731036479	0.733957219	0.754352031	0.749347939	0.725605901	0.747174792	0.774523084	0.777115013	0.712611801	0.720508167	0.760914556	0.774688188	0.774472094	0.768873637	0.745904462	0.759008242	0.710580607	0.772061695	0.752875489	0.745770732	0.746991669	0.763892413	0.72995711	0.729065504	0.748455996	0.734413965	0.73827248	0.728700021	0.691107351	0.590860786	0.622375398	0.677200313	0.624808053	0.773814461	0.731869855	0.695297806	0.737756714	0.730674402	0.720142602	0.716919026	0.762213787	0.733611744
chr10	114000001	116000000	0.78046886	0.817932296	0.81247656	0.796632526	0.768781604	0.805306743	0.804647499	0.789935365	0.779646762	0.799856307	0.793065024	0.79124817	0.764185111	0.77004717	0.798392353	0.801004394	0.812878657	0.786319955	0.81185794	0.811041888	0.758803715	0.776312257	0.811698888	0.810158396	0.816497929	0.816900318	0.787283708	0.78790251	0.788408779	0.797990481	0.794164235	0.801019511	0.789203085	0.791102323	0.763377822	0.764553783	0.788638179	0.795206147	0.802641233	0.762523733	0.729038085	0.704812429	0.73910592	0.70970429	0.738377514	0.805214551	0.780036408	0.754260849	0.792669877	0.78044178	0.76742469	0.765103915	0.805754043	0.780462384
chr10	116000001	118000000	0.748814318	0.792372235	0.783474853	0.77736294	0.728644002	0.788141505	0.790116279	0.76761027	0.747550552	0.774792572	0.756841774	0.756296059	0.756548111	0.755115227	0.773038009	0.767865707	0.753413148	0.779950177	0.784764801	0.788560564	0.739864407	0.739977291	0.764615385	0.784346263	0.786255648	0.776498778	0.760462919	0.760220334	0.747225305	0.783560891	0.771304256	0.767628553	0.753859857	0.758199201	0.766492644	0.746490014	0.758438951	0.763935754	0.755260851	0.735469745	0.689258071	0.572509004	0.738979592	0.676676158	0.634379481	0.794066782	0.76510574	0.703759854	0.762677485	0.748953371	0.735731581	0.743032095	0.766489597	0.738736591
chr10	118000001	120000000	0.678016812	0.74179225	0.702788563	0.679811335	0.654945446	0.714586669	0.727650728	0.700816573	0.703565062	0.67470606	0.710477051	0.684850296	0.682418903	0.669143726	0.688128342	0.708850621	0.663314953	0.668882353	0.739101833	0.736035049	0.644451447	0.647279987	0.721584342	0.71088016	0.737414294	0.716576297	0.674164335	0.677110306	0.679142565	0.714427709	0.682228117	0.704616256	0.69477784	0.705033045	0.672212024	0.667121419	0.694483592	0.681495228	0.710990099	0.625344753	0.556771894	0.513567114	0.541949925	0.516702481	0.491239455	0.711319176	0.691781818	0.612104031	0.658803079	0.662958115	0.644909747	0.630889282	0.723395775	0.663736467
chr10	120000001	122000000	0.75620875	0.800780199	0.771922055	0.769168684	0.735515818	0.774504867	0.781035497	0.763432836	0.755408179	0.762320186	0.766670806	0.759592796	0.757693016	0.742319447	0.769661797	0.778219396	0.755337122	0.752347418	0.784838652	0.800856677	0.729539218	0.746176425	0.771541219	0.774160847	0.774977605	0.784955247	0.747133069	0.765108324	0.750416898	0.772286341	0.76432972	0.779035347	0.772218817	0.748202837	0.760861928	0.74321488	0.759501613	0.762332492	0.749316139	0.745108203	0.698152216	0.617501376	0.640484535	0.646514066	0.647487254	0.772004794	0.765066964	0.706941716	0.754377062	0.76173028	0.743642612	0.743768997	0.789950336	0.753867028
chr10	122000001	124000000	0.753656711	0.79468599	0.77741861	0.778243327	0.720854432	0.790431322	0.776494565	0.765596024	0.769580023	0.7705231	0.769408676	0.751054452	0.746156802	0.760046113	0.751134021	0.767162471	0.765861514	0.757617072	0.79047867	0.806804292	0.73509726	0.730011432	0.76924695	0.774044758	0.789981895	0.780019797	0.749157578	0.769298793	0.745527923	0.781749491	0.775896816	0.76392101	0.757330247	0.762414982	0.766317486	0.736692083	0.758412098	0.75349076	0.758966195	0.744341637	0.681702345	0.561519693	0.668759203	0.621580256	0.647282542	0.776536313	0.779588455	0.705312396	0.746425884	0.735084273	0.731080895	0.7321955	0.773875369	0.743357984
chr10	124000001	126000000	0.693550586	0.752868133	0.728789375	0.723869642	0.677052746	0.72040156	0.738168231	0.723128492	0.707340788	0.704665615	0.732760782	0.712304272	0.697058824	0.733891346	0.713844967	0.710704337	0.684093602	0.699325315	0.752398578	0.756758675	0.679221655	0.679375814	0.749304233	0.752559191	0.754445439	0.740908174	0.710385517	0.711204253	0.683569531	0.737826646	0.720439255	0.740586907	0.717258998	0.71451767	0.703814338	0.6886635	0.693672908	0.708056584	0.726639642	0.653042688	0.614588656	0.540545219	0.535202952	0.549558554	0.548473238	0.733037413	0.709182993	0.62892562	0.710007395	0.697126895	0.680599047	0.714061273	0.734148828	0.689766181
chr10	126000001	128000000	0.75543956	0.793199019	0.777656873	0.775218962	0.727723442	0.778231748	0.792335329	0.767391718	0.760204807	0.752272554	0.759704631	0.755573804	0.763596696	0.744990666	0.784575753	0.758248833	0.740555952	0.759376803	0.777628882	0.787397787	0.72356078	0.741434174	0.780703336	0.778425944	0.777969106	0.76837117	0.746297638	0.768035381	0.728228633	0.78161421	0.774201971	0.757198953	0.757514009	0.760536398	0.763222516	0.735744977	0.75491471	0.749385056	0.744758735	0.705642633	0.70836319	0.556672694	0.562531141	0.621049776	0.562346263	0.759633266	0.77273213	0.686709145	0.732422282	0.74733848	0.722971479	0.746442904	0.769658784	0.735735948
chr10	128000001	130000000	0.773350796	0.791973158	0.781404008	0.78059593	0.734877735	0.795218295	0.780099054	0.773858016	0.748028909	0.771275092	0.767312511	0.756665256	0.744774039	0.767825094	0.77047867	0.78449281	0.769750275	0.770314319	0.78993978	0.806471224	0.735405872	0.738572079	0.791359911	0.786013742	0.792173807	0.790181547	0.765232013	0.78438169	0.748174785	0.784694172	0.772163528	0.780426052	0.777171442	0.773737926	0.769602763	0.746709832	0.761057783	0.762961448	0.768301887	0.726862901	0.716770509	0.503042249	0.513552945	0.646690024	0.567049808	0.770784213	0.782572955	0.697469983	0.753774263	0.759385666	0.741966759	0.741223363	0.76990099	0.763655101
chr10	130000001	132000000	0.770657314	0.797318047	0.786937511	0.788341067	0.73897978	0.800256739	0.781660716	0.788165482	0.751041009	0.760385005	0.781411444	0.770755365	0.757636843	0.782921683	0.765774084	0.775260805	0.767718811	0.768037636	0.790168825	0.80264436	0.742485456	0.745606799	0.779668632	0.785384035	0.78631068	0.786087754	0.769089988	0.773948758	0.765784281	0.789687007	0.775297335	0.783839779	0.781395349	0.764090298	0.765861428	0.759870261	0.778830733	0.764797812	0.764649162	0.717278573	0.695046292	0.564134253	0.522339028	0.590839695	0.549048316	0.76520366	0.769350488	0.668476499	0.74769746	0.736411136	0.743450479	0.742461288	0.7765204	0.754937163
chr10	132000001	134000000	0.746900109	0.774588842	0.737893747	0.757533587	0.719739028	0.768786127	0.767438484	0.745502818	0.741639832	0.757942413	0.758024002	0.73902183	0.733511838	0.751358696	0.766009148	0.745954937	0.749575071	0.759023444	0.764536998	0.780849474	0.730068798	0.720384875	0.755629176	0.768824985	0.771196225	0.759940644	0.738962733	0.762888939	0.71772889	0.764035575	0.752225957	0.735833945	0.739461457	0.754018692	0.745075788	0.732171991	0.752761879	0.739128861	0.732515034	0.687138921	0.68738657	0.514265335	0.446737533	0.525977958	0.481552053	0.719684064	0.752943466	0.64411066	0.711498973	0.726255293	0.732512315	0.713962435	0.74668196	0.7418491
chr10	134000001	136000000	0.734337863	0.772407841	0.733141534	0.758208084	0.699127224	0.761490923	0.771142487	0.751711263	0.736561189	0.729995208	0.751679863	0.736550329	0.712228517	0.726316864	0.744717657	0.720607662	0.733241884	0.72338851	0.765157016	0.780195725	0.69897492	0.702836204	0.757440554	0.759620215	0.767069701	0.759982733	0.720416155	0.740136952	0.712354672	0.762956946	0.747138607	0.744483701	0.732901329	0.742225985	0.731968596	0.713589275	0.729382323	0.729462352	0.743990174	0.705631935	0.666421994	0.57672968	0.555710157	0.551464107	0.587991213	0.756171925	0.732992802	0.676363404	0.725297015	0.728454981	0.732704705	0.710473071	0.744904317	0.728388628
chr11	1	2000000	0.726338262	0.775618562	0.743959894	0.762122126	0.677074168	0.752708662	0.763362296	0.741846007	0.725101794	0.737512554	0.72977425	0.732794734	0.716061661	0.72439773	0.71738386	0.748360373	0.710365854	0.710313307	0.773970794	0.781770145	0.702278707	0.685128685	0.768685089	0.764292515	0.777936035	0.758723029	0.721890776	0.736777037	0.704202366	0.750958957	0.752857324	0.741816478	0.735088968	0.744175363	0.71365214	0.695060425	0.73276385	0.713068558	0.750019986	0.691258211	0.625147792	0.581805398	0.624790092	0.554939033	0.607954093	0.751902184	0.723555436	0.672924797	0.730441277	0.704862536	0.704656761	0.696204607	0.771106059	0.720046083
chr11	2000001	4000000	0.753539254	0.782502444	0.751504117	0.765847626	0.712140361	0.759192128	0.774048871	0.76314242	0.734206897	0.741570831	0.74534687	0.743114283	0.724249193	0.749774876	0.738941262	0.745095231	0.725968576	0.726317588	0.783953	0.773944482	0.707238314	0.714171927	0.75254028	0.775562503	0.776430674	0.765147367	0.740518911	0.747081846	0.714413608	0.765983584	0.756238657	0.757927248	0.742974919	0.750219807	0.75104619	0.716033966	0.75384129	0.727055935	0.751627661	0.682095299	0.655436447	0.511363636	0.572919547	0.478412519	0.594716495	0.764183155	0.730201569	0.663380282	0.728304463	0.731617134	0.716178242	0.717094371	0.762031848	0.719522858
chr11	4000001	6000000	0.774665043	0.795921986	0.791173521	0.776985374	0.764532114	0.790500736	0.803603356	0.770473903	0.766401125	0.779119086	0.781194338	0.763359884	0.769830949	0.773965691	0.819273302	0.774500768	0.792166267	0.804840183	0.785957252	0.816605762	0.76060148	0.759591212	0.790419162	0.798430141	0.799286425	0.784555584	0.764182732	0.790612309	0.768282925	0.793794648	0.777559313	0.771496616	0.786567164	0.786917189	0.770922647	0.778338945	0.793205756	0.774563186	0.763354037	0.748660497	0.757855362	0.57722053	0.627480294	0.597190294	0.515208766	0.738415436	0.772526193	0.689522059	0.747516885	0.779675205	0.755468919	0.754221388	0.769509982	0.780098636
chr11	6000001	8000000	0.763628967	0.776534418	0.773340249	0.761612903	0.710569641	0.770536015	0.77189708	0.758116883	0.740917348	0.731936018	0.753953529	0.742626235	0.714655917	0.741051201	0.732148237	0.758938245	0.736363636	0.723811165	0.780401226	0.785198084	0.705382237	0.709638721	0.766835267	0.757983956	0.779336027	0.765249064	0.728241386	0.746355044	0.724933312	0.76245098	0.743498683	0.755709427	0.745002173	0.747182413	0.73787702	0.714341654	0.750170277	0.729835212	0.756577234	0.699638844	0.667467652	0.524640766	0.629389313	0.524038462	0.582650517	0.750617643	0.733517024	0.652949017	0.70210114	0.735843234	0.71542192	0.710297912	0.755936839	0.735809845
