region	group	GSI
chr5:177580684-177580696	Spleen	0.54567285
chr17:40274659-40274702	Thymus	0.545672561
chr2:99080680-99080846	Liver	0.54557905
chr13:110522120-110522161	Stomach	0.545476992
chr19:14089547-14089584	Brain	0.545424287
chr14:105802701-105802734	Thymus	0.545119521
chr11:61467518-61467600	Liver	0.544997183
chr3:65342509-65342530	Stomach	0.544591148
chr7:30951800-30951899	Liver	0.544588755
chr7:97807720-97807744	Liver	0.544572213
chr1:2005310-2005319	Spleen	0.544549629
chr8:80803608-80804079	Colon	0.544536049
chr6:11242082-11242134	Liver	0.544454385
chr17:79961708-79961733	Stomach	0.544359102
chr14:103569042-103569049	Gastric	0.544356121
chr10:105344287-105344338	Pancreas	0.544348276
chr7:23530275-23530351	Gastric	0.544266401
chr9:124329115-124329206	Pancreas	0.544171061
chr1:43814483-43814602	Thymus	0.5441385
chr7:156400647-156400687	Intestine	0.543971772
chr17:43188127-43188155	Gastric	0.543749008
chr14:35805015-35805068	Brain	0.543525464
chr7:101543737-101543823	Thymus	0.543501348
chr16:86965419-86965494	Brain	0.543178678
chr16:89831174-89831231	Pancreas	0.54302875
chr12:123549058-123549119	Intestine	0.542994282
chr19:13125241-13125257	Pancreas	0.542840053
chr10:105344492-105344525	Pancreas	0.542598898
chr16:29675927-29676002	Kidney	0.542565213
chr9:95726551-95726615	Ovary	0.542516928
chr1:6390529-6390564	Stomach	0.542466035
chr4:1188271-1188291	Liver	0.542455249
chr14:101292707-101292966	Liver	0.54244589
chr17:26173343-26173437	Liver	0.542352065
chr12:113683853-113684021	Thymus	0.54231568
chr8:128808163-128808314	Liver	0.542198972
chr12:7061128-7061322	Kidney	0.542080649
chr2:218831032-218831040	Thymus	0.542025611
chr6:52369441-52369523	Lung	0.541981305
chr6:2382696-2382765	Spleen	0.541911544
chr16:85325182-85325249	Pancreas	0.541889093
chr1:214153443-214153464	Thymus	0.541850197
chr16:88767316-88767331	Vessel	0.541814872
chr15:41552169-41552206	Ovary	0.541786077
chr19:10625177-10625234	Pancreas	0.541695195
chr19:18526355-18526540	Kidney	0.541693616
chr19:10444873-10444951	Thymus	0.54162383
chr16:1583629-1583748	Brain	0.541546455
chr11:63975005-63975037	Vessel	0.541454428
chr19:54041638-54041720	Lung	0.541454348
chr7:4764893-4764976	Intestine	0.541339187
chr2:10471620-10471683	Liver	0.541237372
chr9:3937043-3937133	Liver	0.541087356
chr17:79897942-79897975	Liver	0.54095401
chr11:62369994-62370177	Thymus	0.540905505
chr14:69095156-69095208	Thymus	0.540766244
chr8:72716981-72717053	Liver	0.540682472
chr8:22398142-22398177	Pancreas	0.540625476
chr9:95964655-95964696	Bladder	0.540543369
chr19:39056179-39056312	muscle	0.540514216
chr17:73286274-73286348	Liver	0.540420029
chr19:55765525-55765553	Liver	0.540396424
chr17:934270-934307	Liver	0.540256588
chr9:95379066-95379090	Stomach	0.54016391
chr7:1959874-1959886	Brain	0.540140687
chr1:21643966-21644031	Thymus	0.540063632
chr3:128736261-128736300	Brain	0.54005124
chr11:112651605-112651615	Brain	0.53995258
chr10:3709298-3709353	Liver	0.539923144
chr5:123941178-123941287	Colon	0.539921742
chr16:85554727-85554836	Brain	0.539920607
chr21:46454121-46454163	Liver	0.539760965
chr17:74511546-74511582	Pancreas	0.539679105
chr2:233946202-233946239	Vessel	0.539675814
chr10:123914254-123914331	Spleen	0.539652707
chr14:99713311-99713364	Stomach	0.539618931
chr2:131797729-131797761	Pancreas	0.539616792
chr9:139715953-139715987	Pancreas	0.539362607
chr9:97848185-97848242	Thymus	0.53935369
chr11:57559899-57559919	Brain	0.539225188
chr2:121334613-121334681	Brain	0.539171796
chr9:130540154-130540224	Liver	0.539141324
chr17:27485197-27485218	Thymus	0.539097737
chr17:40400759-40400841	Brain	0.53895868
chr7:11012966-11012993	Thymus	0.538823308
chr2:238624316-238624422	Kidney	0.538746416
chr16:57831335-57831383	Bladder	0.538641057
chr19:3179929-3179984	Gastric	0.538544232
chr17:76036919-76037401	Liver	0.538495236
chr20:57414577-57414834	Stomach	0.538385337
chr16:83029452-83029476	Liver	0.538197492
chr9:97803977-97804013	Spleen	0.538122149
chr22:50319158-50319193	Liver	0.537955463
chr2:227662113-227662190	Liver	0.537803694
chr15:23892769-23892883	Stomach	0.537803216
chr11:397329-397460	Stomach	0.537786476
chr16:16161192-16161227	Thymus	0.537733911
chr1:166459242-166459288	Pancreas	0.537725881
chr21:30528043-30528076	Liver	0.537688371
chr16:1560025-1560087	Pancreas	0.537651677
chr12:51717909-51717967	Kidney	0.537517005
chr7:47432229-47432298	Thymus	0.537461405
chr18:74499606-74499639	Stomach	0.537433417
chr12:93966947-93967027	Pancreas	0.537317482
chr13:34184613-34184662	Liver	0.537312853
chr4:7252586-7252624	Spleen	0.537183929
chr6:30095545-30095630	Colon	0.53712783
chr17:7154566-7154607	Stomach	0.537070375
chr19:1908310-1908387	Kidney	0.537057816
chr10:34405758-34405828	Thymus	0.536962448
chr20:5843935-5843964	Stomach	0.53689041
chr22:42815670-42815693	Brain	0.536817256
chr10:122709669-122709721	Intestine	0.536813866
chr1:234998882-234998948	Pancreas	0.536790668
chr16:3494014-3494093	Vessel	0.536747363
chr5:142533335-142533412	Pancreas	0.536660228
chr2:242802163-242802179	Liver	0.536526561
chr13:114523951-114523997	Thymus	0.536419397
chr19:14260663-14260699	Brain	0.536412654
chr2:12129421-12129466	Vessel	0.536408489
chr19:35505322-35505398	muscle	0.536333064
chr22:28193903-28193927	Brain	0.536276479
chr19:50312206-50312634	Brain	0.536152724
chr8:37699443-37699476	Spleen	0.53600706
chr3:193715470-193715534	Liver	0.535978965
chr17:62582204-62582266	Liver	0.53597684
chr6:1624886-1624941	Stomach	0.535917855
chr20:56534155-56534194	Spleen	0.535884483
chr6:36391825-36391851	Thymus	0.53588164
chr5:180045997-180046140	Thymus	0.535857568
chr4:8230082-8230100	Ovary	0.535784082
chr8:42037464-42037504	Ovary	0.53574598
chr5:142183073-142183187	Thymus	0.535581847
chr1:117018081-117018140	Vessel	0.535529319
chr13:114833525-114833597	Ovary	0.535525598
chr20:57416032-57416162	Liver	0.535509374
chr2:129059193-129059262	Liver	0.535481499
chr17:62774654-62774696	Thymus	0.535427525
chr16:1159091-1159119	Thymus	0.535323184
chr6:158455444-158455470	Liver	0.535310965
chr19:21265341-21265431	Thymus	0.535175622
chr19:47600133-47600192	Thymus	0.535111029
chr14:102783364-102783401	Lung	0.535045259
chr12:124917988-124918037	Liver	0.535018335
chr6:31148543-31148575	Liver	0.534976069
chr13:99064107-99064183	Liver	0.534857899
chr12:115109640-115109661	muscle	0.534754768
chr17:79024232-79024272	Liver	0.534550975
chr3:184405603-184405679	Liver	0.534389754
chr2:43328029-43328037	Spleen	0.534331228
chr14:77370568-77370608	Liver	0.534147703
chr2:187482101-187482154	Liver	0.533742997
chr11:397076-397141	Stomach	0.533741762
chr19:12831903-12832116	Thymus	0.533704429
chr19:10625416-10625428	Brain	0.533439656
chr19:3179471-3179531	Brain	0.533369608
chr19:935118-935225	Pancreas	0.533350504
chr7:6521880-6521924	Thymus	0.533338086
chr17:45402019-45402128	Bladder	0.533322799
chr10:30818327-30818532	Liver	0.533260325
chr2:3584426-3584476	Stomach	0.53325235
chr22:18325368-18325407	muscle	0.533233887
chr8:142147962-142147988	Bladder	0.53290937
chr22:48932258-48932280	Spleen	0.532869113
chr1:6347684-6347730	Intestine	0.532788132
chr8:130995955-130995980	Liver	0.532785173
chr4:151504919-151504983	Thymus	0.532658684
chr17:79011541-79011583	Spleen	0.532651523
chr10:14032995-14033065	Intestine	0.532615065
chr8:145105236-145105342	Pancreas	0.532607665
chr10:3462337-3462408	Gastric	0.532454161
chr2:238490731-238490750	Thymus	0.532420566
chr2:3286475-3286487	Liver	0.532347667
chr13:100033210-100033380	Liver	0.532276368
chr22:47571021-47571054	Liver	0.532136863
chr19:2540683-2540835	Thymus	0.532043272
chr19:16197422-16197468	Liver	0.531916814
chr22:43549635-43549651	Bladder	0.53178968
chr13:75900449-75900483	Brain	0.53167
chr15:35958166-35958225	Spleen	0.531471445
chr17:7287545-7287591	Pancreas	0.53145568
chr16:12173961-12174203	Vessel	0.531375683
chr10:13314363-13314400	Brain	0.531233577
chr1:25062843-25062863	Thymus	0.531132787
chr1:3229855-3229913	Pancreas	0.531013055
chr16:3493906-3493996	Lung	0.530944761
chr22:22571594-22571602	Gastric	0.530879975
chr9:129917040-129917126	Colon	0.530837902
chr11:75139506-75139543	Pancreas	0.530727254
chr12:27748169-27748175	Liver	0.530692642
chr12:133348115-133348259	Liver	0.530674803
chr12:2222810-2222876	Spleen	0.530297026
chr2:242785210-242785260	Vessel	0.53027736
chr15:99303821-99303863	Liver	0.529937932
chr11:2720935-2721094	Lung	0.529660932
chr3:133191330-133191382	Liver	0.529642708
chr18:77128924-77128979	Liver	0.529583256
chr17:1686090-1686122	Brain	0.529568364
chr2:10150217-10150272	Spleen	0.529515989
chr9:84441643-84441696	Ovary	0.52942312
chr19:3025055-3025111	Liver	0.529322625
chr17:38708579-38708602	Thymus	0.529031489
chr18:77128761-77128871	Liver	0.528922638
chr10:12170911-12170921	Esophagus	0.528597626
chr3:15677787-15677824	Liver	0.528498105
chr19:3179353-3179431	Liver	0.528479029
chr1:26616292-26616310	Pancreas	0.528405538
chr10:23480882-23481050	Brain	0.528283948
chr1:243265015-243265031	Stomach	0.528230108
chr5:51765410-51765442	Liver	0.528204154
chr10:116019747-116019775	Liver	0.527995279
chr12:53298286-53298330	Ovary	0.527992986
chr20:45947304-45947388	Stomach	0.527642425
chr2:129083262-129083292	Kidney	0.527550224
chr1:167604743-167604829	Thymus	0.52750511
chr11:48041748-48041945	Ovary	0.527405293
chr22:50611703-50611750	Liver	0.527136924
chr10:30818580-30818617	Pancreas	0.527088619
chr11:2024115-2024165	Brain	0.527058485
chr6:170581323-170581332	Stomach	0.5269971
chr1:43814314-43814472	Thymus	0.526815116
chr1:59280289-59280357	Liver	0.526715505
chr6:20024500-20024568	Brain	0.526713288
chr17:64974829-64974861	Colon	0.526687485
chr1:68516236-68516464	Stomach	0.526539894
chr9:71783663-71783788	Vessel	0.526498553
chr17:78735240-78735276	Liver	0.526491729
chr19:4916738-4916782	Brain	0.526392038
chr6:6749098-6749137	Liver	0.526390154
chr6:170405013-170405043	Kidney	0.526384779
chr19:16222725-16222789	Vessel	0.526353793
chr2:3583563-3583614	Colon	0.52631735
chr9:14346053-14346084	Ovary	0.52629776
chr7:27182613-27183574	Thymus	0.526291949
chr20:57417232-57417317	Brain	0.526218407
chr4:89618286-89618412	Brain	0.526185843
chr1:151810702-151810771	Pancreas	0.526025861
chr6:170055383-170055458	Liver	0.526015877
chr15:100654438-100654543	Intestine	0.52599203
chr16:67687761-67687845	Thymus	0.525958549
chr8:122830658-122830733	Brain	0.525942652
chr16:27249246-27249267	Brain	0.525909156
chr6:31148382-31148413	Gastric	0.52585588
chr19:48222259-48222391	Thymus	0.525726828
chr16:54970335-54970378	Vessel	0.525622496
chr1:178456115-178456165	Thymus	0.525608855
chr7:37382249-37382342	Ovary	0.525527392
chr8:22547490-22547508	Ovary	0.525479221
chr19:1152128-1152213	Liver	0.525364439
chr14:103291465-103291492	Spleen	0.525347909
chr22:19710016-19710046	Thymus	0.525146615
chr6:157315534-157315581	Ovary	0.525143652
chr1:204435079-204435102	Stomach	0.525018277
chr22:46452304-46452466	Liver	0.524902437
chr7:138791129-138791161	Brain	0.524663264
chr5:112073397-112073700	Pancreas	0.524537567
chr5:77843587-77843625	Brain	0.524532683
chr16:4426258-4426364	Thymus	0.524465031
chr2:43361816-43361833	Ovary	0.524381009
chr14:101294082-101294146	Stomach	0.524290903
chr15:101729363-101729395	Kidney	0.52425665
chr4:5841598-5841613	Liver	0.524140968
chr17:76121510-76121563	Liver	0.52412029
chr16:31488649-31488704	Vessel	0.524039511
chr10:102642642-102642705	Pancreas	0.523950368
chr7:155049505-155049567	Ovary	0.523906598
chr2:234369827-234369852	Liver	0.52390644
chr10:131988488-131988788	Stomach	0.523841746
chr7:151297232-151297263	Stomach	0.523680047
chr17:22023775-22023832	Bladder	0.523670132
chr22:45732882-45732908	Intestine	0.523585575
chr21:20866872-20866974	Kidney	0.52351296
chr17:57144-57174	Liver	0.523464298
chr1:2019951-2019996	Thymus	0.523234554
chr4:25090319-25090349	Pancreas	0.523220498
chr22:18574803-18574894	Stomach	0.522995404
chr3:11078909-11078927	Brain	0.522986782
chr19:11009807-11009866	Lung	0.522950855
chr16:85513958-85514053	Liver	0.522930402
chr13:110522230-110522296	Thymus	0.52292961
chr21:36418303-36418440	Vessel	0.522763763
chr2:16245957-16245973	Kidney	0.52263209
chr18:77166003-77166085	Ovary	0.522628102
chr18:46276330-46276361	Stomach	0.52259051
chr9:92291434-92291482	Thymus	0.522531288
chr9:34652187-34652224	Esophagus	0.522457501
chr12:46005006-46005018	Brain	0.522412719
chr17:80763027-80763078	Spleen	0.522366025
chr17:27918269-27918309	Intestine	0.522262207
chr19:4108951-4109095	Brain	0.522222764
chr11:320653-320687	Spleen	0.522146141
chr8:141108339-141108430	Brain	0.522119092
chr4:185370072-185370119	Pancreas	0.521482389
chr4:82426484-82426524	Liver	0.521364651
chr19:16437563-16437597	Liver	0.521336933
chr14:99658517-99658580	Thymus	0.521101826
chr17:19627844-19627888	Brain	0.521003741
chr10:121578294-121578310	Thymus	0.520973674
chr17:32367313-32367356	Stomach	0.520840147
chr5:172175484-172175490	Thymus	0.520639606
chr1:566994-567112	Thymus	0.520590749
chr11:6651849-6651875	Liver	0.520510575
chr22:40859223-40859265	Stomach	0.52042949
chr6:170054594-170054641	Stomach	0.520428761
chr9:110657104-110657279	Lung	0.520279696
chr20:62199823-62199936	Liver	0.52019337
chr7:601463-601502	Spleen	0.519834953
chr7:105319436-105319485	Kidney	0.519751514
chr1:200272157-200272200	Thymus	0.519750783
chr1:172360159-172360194	Pancreas	0.519701579
chr19:49973605-49973631	Brain	0.519579146
chr15:79054086-79054125	Vessel	0.519382895
chr17:75316355-75316401	Pancreas	0.519235888
chr2:240230500-240230556	Thymus	0.519136061
chr10:98207914-98207936	Spleen	0.519036782
chr17:28088027-28088434	Pancreas	0.518874235
chr16:4730600-4730651	Bladder	0.518839407
chr1:2980198-2980338	Thymus	0.51881764
chr1:150897772-150897788	Kidney	0.518744319
chr21:38069706-38069797	Stomach	0.518579927
chr15:66999869-66999967	Spleen	0.518520832
chr2:240234683-240234705	Liver	0.518458266
chr6:152599098-152599131	Brain	0.518450608
chr10:123923891-123923944	Pancreas	0.518245461
chr1:245710331-245710382	Bladder	0.518139426
chr7:1094953-1095053	Pancreas	0.5181346
chr15:83654913-83655088	Brain	0.517907094
chr7:4779341-4779364	Thymus	0.517879727
chr11:118481121-118481153	Liver	0.517730642
chr6:7217787-7217816	Liver	0.517634726
chr3:58087949-58087985	Liver	0.517619899
chr19:50058236-50058274	Kidney	0.51759137
chr14:93119811-93119895	Liver	0.517580206
chr22:45899577-45899624	Thymus	0.517543864
chr19:19648270-19648288	Fat cell	0.517498599
chr17:81047612-81047633	Thymus	0.517452876
chr2:100758985-100759158	Liver	0.517410073
chr20:56253600-56253632	Pancreas	0.517282414
chr16:68269381-68269396	Vessel	0.517220313
chr4:169694940-169694975	Liver	0.517208278
chr1:40024989-40025088	Brain	0.517175338
chr16:30133237-30133268	Thymus	0.517065003
chr1:185663323-185663370	Vessel	0.516960571
chr18:77377056-77377200	Stomach	0.516569245
chr10:11207539-11207978	Colon	0.516425398
chr4:7052402-7052412	Thymus	0.516364194
chr7:27179494-27179509	Bladder	0.51629836
chr16:4082877-4082979	Ovary	0.516003714
chr13:113705500-113705530	Liver	0.515989131
chr9:132654320-132654371	Heart	0.515943268
chr3:13056746-13056854	Liver	0.515882844
chr2:47285880-47285909	Thymus	0.515874026
chr17:750199-750252	Brain	0.515872722
chr19:14410524-14410694	Stomach	0.515839594
chr2:160563061-160563071	Thymus	0.515830473
chr13:44733314-44733351	Brain	0.515743855
chr22:50343067-50343096	Spleen	0.515600153
chr7:27146154-27146541	Intestine	0.515481069
chr16:68390618-68390662	Pancreas	0.515297901
chr11:61370870-61370896	Lung	0.514793317
chr10:29168876-29168930	Thymus	0.514791681
chr7:75934675-75934720	Ovary	0.514757863
chr2:157111260-157111349	Liver	0.514745576
chr11:65073456-65073531	Fat cell	0.514744077
chr2:43328265-43328301	Spleen	0.51454587
chr20:19639038-19639078	Bladder	0.514482177
chr9:102021908-102021950	Thymus	0.51439949
chr8:145103620-145103656	Pancreas	0.514358182
chr2:239348399-239348440	Brain	0.514288663
chr7:92347939-92347970	Intestine	0.514153077
chr19:57352050-57352108	Brain	0.514130504
chr4:139510949-139510957	Stomach	0.514114035
chr15:74427077-74427092	Ovary	0.514065737
chr7:90896449-90896461	Intestine	0.513985924
chr10:97175443-97175520	Lung	0.513942038
chr3:67706145-67706319	Liver	0.513842293
chr13:102106226-102106290	Lung	0.513839452
chr19:31704988-31705092	Pancreas	0.513761537
chr3:65342203-65342239	Brain	0.513664406
chr1:68516069-68516156	Liver	0.513663873
chr16:10652860-10652917	Spleen	0.513565357
chr9:10208491-10208534	Stomach	0.513508392
chr5:173017841-173017907	Liver	0.513485044
chr19:57349724-57350266	Stomach	0.513372367
chr13:34184917-34184977	Thymus	0.513352218
chr4:25090122-25090138	Pancreas	0.513328286
chr5:134259540-134259681	Bladder	0.513324875
chr12:121678463-121678479	Pancreas	0.513117776
chr9:87905154-87905185	Liver	0.513114407
chr1:1149103-1149116	Brain	0.512987045
chr7:138788984-138789196	Brain	0.512890586
chr19:14218711-14218799	Liver	0.512870472
chr22:47070535-47070640	Liver	0.512835407
chr22:28194613-28194626	Ovary	0.512661057
chr6:53200657-53200750	Bladder	0.512596581
chr18:9404557-9404632	Brain	0.512562668
chr9:116225783-116225853	Spleen	0.512519321
chr7:127911013-127911068	Esophagus	0.512515497
chr9:133895272-133895294	Stomach	0.512373516
chr1:228771339-228771347	Liver	0.512364803
chr3:38035859-38036059	Pancreas	0.512347911
chr9:707036-707238	Colon	0.512301109
chr22:28193833-28193860	Fat cell	0.512300468
chr19:47242588-47242707	Liver	0.512003112
chr5:138850540-138850605	Liver	0.511926064
chr16:57831519-57831546	Bladder	0.51183287
chr6:3849627-3849779	Stomach	0.511817073
chr16:85296061-85296085	Liver	0.511807044
chr9:117692476-117692514	Ovary	0.511802135
chr21:27372332-27372395	Liver	0.511694852
chr17:21217511-21217595	Spleen	0.511541318
chr16:11820155-11820219	muscle	0.511308054
chr16:73204868-73204905	Thymus	0.511208963
chr16:3079747-3079839	Colon	0.51105871
chr20:57199138-57199199	Intestine	0.511039911
