	6-P-1	6-P-10	6-P-11	6-P-12	6-P-13	6-P-14	6-P-15	6-P-16	6-P-17	6-P-18	6-P-19	6-P-2	6-P-20	6-P-21	6-P-22	6-P-23	6-P-24	6-P-25	6-P-26	6-P-27	6-P-28	6-P-29	6-P-3	6-P-30	6-P-4	6-P-5	6-P-6	6-P-7	6-P-8	6-P-9	6-T-1	6-T-2	6-T-3	6-T-4	6-T-5	NC-P-1	NC-P-12	NC-P-13	NC-P-14	NC-P-15	NC-P-16	NC-P-17	NC-P-18	NC-P-19	NC-P-2	NC-P-20	NC-P-21	NC-P-22	NC-P-23	NC-P-24	NC-P-25	NC-P-26	NC-P-27	NC-P-29	NC-P-3	NC-P-30	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	N37-Colon	STL001SG-01	STL003SG-01
chr5:37840541-37840557	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.277777777777778	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00238095238095238
chr8:25904040-25904089	NA	NA	1	0.02	0.222857142857143	0.222857142857143	0.822222222222222	1	NA	0.822222222222222	NA	NA	NA	0.2	1	0.237142857142857	0.025	1	0.184415584415584	0.10031746031746	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00134228187919463	0.0624823323792396
chr7:136554397-136554404	NA	NA	NA	0.666666666666667	1	NA	NA	NA	1	1	1	NA	1	1	NA	NA	NA	0.277777777777778	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.655555555555556	NA	0.0277777777777778	0.822222222222222	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA
chr12:5018585-5018598	NA	NA	NA	1	0.277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0.111111111111111	1	1	0.888888888888889	0.466666666666667	0.533333333333333	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00200803212851406	0.0214942528735632
chr5:42757512-42757639	NA	NA	NA	NA	NA	0.933333333333333	NA	1	1	NA	NA	0.888888888888889	NA	1	NA	NA	0.533333333333333	0.5	1	1	1	NA	NA	NA	0.166666666666667	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.116666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0589247311827957
chr5:122435250-122435294	NA	NA	NA	1	0.13	NA	0.777142857142857	0.0833333333333333	NA	NA	NA	0.0416666666666667	NA	NA	1	0.617435897435897	1	0.777142857142857	NA	0.82661943319838	0.5	1	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	1	NA	0.829971988795518	0.01	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00204081632653061
chr5:92907787-92907880	NA	0.00952380952380952	NA	NA	NA	1	NA	0.5	1	1	1	0.00606060606060606	NA	0.238888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	1	NA	NA	NA	0.00740740740740741	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	0.0333333333333333	NA	NA	0.0327826956553946
chr12:96883577-96883686	NA	NA	1	1	0.464157509157509	NA	1	1	0.358333333333333	0.72890559732665	0.313333333333333	NA	NA	NA	1	0.91041847041847	NA	0.414166666666667	NA	1	NA	0.21	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.562765567765568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	0.00183908045977011	0.0125783820699075
chr4:77227280-77227326	NA	NA	NA	NA	NA	NA	1	1	NA	0.666666666666667	NA	NA	NA	1	NA	NA	NA	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0016260162601626	NA
chr15:48938457-48938477	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	1	NA	0.5	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	0.5	NA	NA	0.638888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00314465408805031	NA
chr9:16870892-16870908	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.166666666666667	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	0.0028735632183908	NA
chr8:23572124-23572307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.334935064935065	NA	NA	NA	0.00476190476190476	1	0.235746173331313	1	NA	NA	0.00512820512820513	0.00256410256410256	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00280701754385965	0.0022075055187638
chr1:156163686-156163883	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00256410256410256	NA
chr3:53529915-53529935	NA	NA	1	1	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008
chr8:38126028-38126099	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	1	0.966666666666667	NA	NA	NA	1	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00191570881226054	0.00222222222222222
chr7:100660240-100660344	NA	NA	0.678095238095238	1	0.98	1	1	1	0.958333333333333	0.935	0.822222222222222	NA	0.958333333333333	0.951428571428571	0.833333333333333	0.856666666666667	NA	0.759090909090909	1	0.568636363636364	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0153846153846154	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	NA
chr2:30453853-30453874	NA	NA	1	NA	NA	0.730128205128205	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.5	0.685238095238095	1	NA	NA	1	NA	0.5	NA	NA	NA	0.00833333333333333	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0127717391304348
chr15:83316783-83316803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	0.822222222222222	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.046474358974359	NA
chr12:45445195-45445222	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.00740740740740741	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00720720720720721	0.00151515151515152
chr18:32956774-32956852	NA	NA	0.971212121212121	NA	0.666666666666667	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	0.841255411255411	0.06	0.421212121212121	NA	1	NA	1	NA	0.8	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.744338624338624	NA	NA	NA	NA	NA	0.0142857142857143	NA	0.0105263157894737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00416666666666667	NA	NA	NA	NA	NA	NA	NA	0.00112994350282486
chr12:5019138-5019143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	0.00396825396825397	0.0045662100456621
chr16:4357982-4358055	NA	NA	NA	NA	1	0.0416666666666667	NA	1	NA	NA	NA	NA	NA	0.177777777777778	NA	NA	NA	NA	NA	0.888888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0222222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00641025641025641	NA	NA	NA	NA	NA	NA	NA	NA
chr10:30347856-30347861	NA	NA	0.333333333333333	0.5	0.5	0.666666666666667	NA	0.666666666666667	0.333333333333333	NA	NA	NA	NA	NA	0.5	0.5	0.5	0.5	NA	NA	0.5	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00354609929078014	NA
chr6:99280417-99280516	NA	NA	1	0.14047619047619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00317460317460317	NA	NA	NA	NA	NA	NA	0.0037037037037037	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.00740740740740741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13:35517103-35517153	NA	NA	0.342023989082813	0.47690342481514	NA	0.526666666666667	1	0.606945646945647	0.606945646945647	0.606945646945647	0.06	NA	NA	0.718617216117216	0.718617216117216	0.396084656084656	0.754418130888719	1	0.606945646945647	0.00952380952380952	NA	0.340740740740741	NA	0.00784313725490196	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.511897907404733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0222222222222222	NA	NA	NA	NA	NA	NA	NA	NA	0.00185185185185185	NA
chr12:117317476-117317488	NA	NA	1	0.25	1	NA	NA	0.333333333333333	0.5	0.5	NA	NA	0.5	NA	0.5	0.333333333333333	0.5	0.5	NA	NA	NA	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	0.638888888888889	NA	NA	NA	NA	0.0555555555555556	NA	NA	0.138888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10:131770824-131770840	NA	NA	NA	NA	NA	NA	NA	1	1	NA	0.527777777777778	NA	NA	0.277777777777778	0.333333333333333	1	1	NA	NA	0.5	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	0.0173423423423423	NA
chr20:61638071-61638086	NA	0.005	1	0.75	NA	NA	NA	NA	NA	0.137272727272727	NA	0.00416666666666667	1	1	0.5	NA	0.8	NA	NA	NA	0.333333333333333	0.25625	NA	NA	NA	NA	NA	NA	0.116666666666667	NA	0.364643874643875	NA	NA	0.652350840336134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2:144694722-144694808	NA	NA	NA	NA	0.723686335451041	0.0133333333333333	NA	1	NA	0.607301587301587	NA	NA	NA	NA	0.943492063492063	0.00606060606060606	NA	0.447174307174307	NA	0.00606060606060606	NA	NA	0.00317460317460317	0.863237503237503	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0037037037037037	NA	NA	NA	0.00555555555555555	NA	0.00444444444444444	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00896358543417367
chr4:104641038-104641087	NA	NA	NA	0.488095238095238	0.740384615384615	1	1	1	NA	1	1	NA	0.5	NA	NA	0.0277777777777778	0.166666666666667	0.5	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.5	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00825082508250825	NA
chr13:113549633-113549687	NA	NA	1	NA	1	NA	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00606060606060606	0.00694444444444444
chr14:72399004-72399029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA
chr11:72295556-72295573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0220298423423423	0.0045045045045045
chr5:1883117-1883133	NA	NA	NA	1	1	NA	1	NA	1	NA	1	NA	NA	NA	0.5	0.666666666666667	NA	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.0277777777777778	0.587301587301587	NA	0.425925925925926	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00606060606060606
chr2:220313472-220313491	NA	NA	NA	NA	0.333333333333333	0.0555555555555556	0.0277777777777778	0.614718614718615	NA	1	0.177777777777778	NA	NA	0.5	0.638888888888889	0.666666666666667	NA	0.5	NA	NA	NA	0.333333333333333	NA	NA	0.0138888888888889	NA	NA	NA	NA	NA	0.727272727272727	0.8	0.385833333333333	0.752525252525252	0.1	NA	0.211111111111111	NA	NA	NA	NA	NA	NA	NA	0.0151515151515152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0387205387205387
chr19:45656151-45656161	NA	NA	1	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.822222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA
chr2:29033435-29033483	NA	NA	NA	NA	1	NA	1	1	0.751746031746032	1	1	NA	NA	NA	NA	1	0.137272727272727	1	NA	1	NA	0.0457142857142857	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00140350877192982
chr3:27769863-27770000	NA	NA	0.900779220779221	0.977777777777778	0.2175	0.805555555555555	0.891666666666667	1	1	0.916666666666667	1	NA	NA	0.822222222222222	0.831493506493507	0.916666666666667	NA	NA	0.985714285714286	NA	NA	0.891666666666667	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0349079025549614
chr19:10625095-10625154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3:71178484-71178654	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.028673835125448
chr14:33403338-33403511	NA	NA	NA	0.00833333333333333	NA	NA	NA	0.166666666666667	0.502222222222222	NA	1	NA	0.0833333333333333	NA	NA	NA	1	NA	1	1	NA	NA	NA	NA	0.00246913580246914	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00606060606060606	NA	NA	0.0848484848484849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00298507462686567	NA
chr4:156298092-156298165	NA	NA	NA	0.533333333333333	1	NA	NA	0.333333333333333	NA	1	NA	NA	1	NA	0.583333333333333	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00641025641025641	NA
chr19:29284698-29284702	NA	NA	NA	0.333333333333333	NA	NA	1	NA	0.5	NA	1	NA	NA	NA	NA	0.5	0.5	1	0.527777777777778	0.0555555555555556	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.685185185185185	0.511904761904762	1	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19:16477898-16478054	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	1	1	NA	1	0.0416666666666667	NA	0.0555555555555556	0.5	NA	NA	NA	1	NA	0.0555555555555556	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	NA	NA	NA	NA	NA
chr20:43726519-43726530	NA	NA	1	1	NA	NA	1	NA	1	NA	NA	0.277777777777778	NA	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	0.676767676767677	NA	1	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	0.111111111111111	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0267094017094017	NA
chr5:89854873-89854939	NA	NA	0.705238001555137	NA	NA	NA	1	NA	NA	0.242962962962963	NA	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.672486772486772	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0222222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00198019801980198
chr19:5139525-5139545	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	1	1	NA	1	0.5	NA	NA	NA	NA	NA	1	NA	0.5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0138888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19:42724149-42724218	NA	NA	NA	1	0.186111111111111	NA	1	NA	NA	NA	NA	NA	0.5	1	NA	1	NA	NA	NA	NA	1	NA	NA	0.638888888888889	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3:140769996-140770056	NA	NA	0.0440422322775264	1	NA	1	NA	NA	NA	1	0.991666666666667	0.00404040404040404	NA	NA	NA	NA	0.00476190476190476	NA	NA	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	NA	NA	NA	NA	NA	0.651227795193312	NA	0.00238095238095238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12:45444497-45444505	NA	NA	1	0.5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	0.025	0.0708333333333333	NA	NA	0.333333333333333	0.333333333333333	NA	NA	NA	NA	NA	NA	0.025	NA	NA	1	NA	0.0125	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00181818181818182	0.0168882978723404
chr1:155052537-155052606	NA	NA	1	0.0833333333333333	1	NA	NA	0.916666666666667	0.921428571428571	0.5	1	NA	NA	1	0.073015873015873	NA	1	0.481746031746032	1	1	NA	0.065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15:101514001-101514012	NA	NA	0.0666666666666667	NA	0.0555555555555556	NA	0.0416666666666667	1	1	1	1	NA	NA	1	1	0.0666666666666667	NA	0.0238095238095238	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.888888888888889	NA	NA	0.866666666666667	0.117647058823529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	0.0732804232804233	NA
chr11:82444455-82444490	NA	NA	0.5	0.291666666666667	0.333333333333333	1	0.5	NA	0.75	NA	0.5	NA	0.655555555555556	1	0.666666666666667	0.333333333333333	0.666666666666667	NA	NA	0.655555555555556	0.5	0.958333333333333	NA	NA	NA	NA	NA	0.0753968253968254	NA	NA	NA	NA	NA	0.560606060606061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0267094017094017	0.00396825396825397
chr17:56234346-56234350	0.0555555555555556	NA	NA	0.75	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00694444444444444
chr9:91150506-91150519	NA	NA	NA	1	NA	0.25	1	NA	NA	NA	1	NA	NA	1	1	0.5	NA	NA	NA	NA	NA	NA	0.822222222222222	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.822222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0138888888888889	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA
chr10:124638973-124638982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	0.190238773572107	NA
chr10:99185448-99185643	NA	NA	0.803333333333333	0.988888888888889	0.461667961667962	NA	1	NA	1	0.286212951583796	1	NA	0.109090909090909	NA	0.50031746031746	0.91957671957672	1	0.923617123617124	0.993939393939394	NA	1	NA	NA	0.222222222222222	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	0.598690476190476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00333333333333333	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	0.00138888888888889	NA
chr4:174451277-174451286	0.0555555555555556	NA	NA	NA	1	1	1	0.177777777777778	1	1	NA	NA	NA	0.527777777777778	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	0.00228310502283105	NA
